source_id,RA_ICRS,DE_ICRS,Gmag
4488897954947200,47.78994726283158,6.867106779164101,7.6884003
4645750160709248,42.83664951333226,3.0567887431309155,7.312822
5104968063896576,44.058562919617174,4.048397873714391,7.703681
6121947600098304,41.13592136457917,5.657678411919321,7.4872894
7137861984507136,44.0174600288259,6.175020577507975,6.972165
13471804874760192,53.04988045561125,11.542221280700227,6.780669
16744118982390016,51.294252619464444,12.48526437707979,7.3839183
22720072053908864,37.436021542307095,8.498876489724802,7.8808017
22740790976152704,37.24832655735744,8.379370739952966,7.825826
24333605367714560,36.422540560528404,10.506047959645107,7.5866604
24707336241895168,36.17476434813139,11.338766679812245,7.2613115
27209682972135040,46.26474780186781,10.78980128430052,7.927853
29589270947796736,47.05350516183165,13.170179631299673,7.705444
30321099016072320,49.61317372318086,15.176106923971478,7.221677
31452221603178496,48.10369233415103,16.516664871126306,7.317783
34564217466900480,47.026570692813266,17.027354754780593,7.592265
34959010860789632,43.823469266556074,16.308983183705624,7.2228208
37136834159399808,57.81623685090313,13.04597327094363,6.262458
40304870756684288,58.4786995230954,15.611529330099836,7.454344
47620265212420096,64.5081856084335,18.256665555666448,7.3715596
49298394834276608,64.31506301993932,20.578332998961216,4.864198
49510566218944768,64.59714069539021,21.579146590267516,5.553771
50612242511468288,60.27923233410171,20.198806605517944,6.4513
53103594123036032,61.64210787356735,21.956541302736444,7.1772966
57995875408093312,53.735680014682806,19.810065205714054,7.9518275
59247669394816128,49.080715034205305,19.337753691716788,7.6588526
60494103263991168,48.72528453666189,21.04411908941896,4.8649964
61076363392669568,51.308370224539274,21.21399692235977,6.718549
62480542820749056,49.237522971256716,23.126465432390958,6.8964972
67952915269296000,53.00283158153878,23.64706116200794,6.95302
69027069410275328,51.74758500229496,24.823616002579758,6.877614
76259966134590848,37.45067046258528,16.04688387793635,7.657587
84972290114775168,40.75433850759281,20.23053424897752,7.365981
88733959911580544,40.377477294506356,22.244587229031758,7.591789
96210707699796224,23.704580656128798,20.172550578615432,6.3617477
96684253613955328,24.483972413428415,21.261085454899618,7.964127
101317595613648256,33.62996117049331,24.33132139690866,7.890317
101580688130237824,37.30742863398822,23.468930925689747,6.1748075
105306039683564160,30.886750841270068,25.200546917192188,7.6205645
105332908999068032,31.142335838084257,25.413539140884392,7.262336
107944042956513920,33.095401069399585,29.202887011784266,7.1413374
111191278752560896,48.50570164591921,24.265260836318262,7.620422
111968221155410560,46.361245782094066,25.25512987217314,6.1099353
113035400268766848,41.87629975216545,23.636744784547986,7.345808
122162686809150208,49.265217020328116,28.758932125813622,7.3813834
122659666064908672,48.835087165086215,30.556700652979096,5.589027
122704230645584768,49.41633246553135,31.126786628556328,6.2708254
123221275988936320,45.925199005776044,30.51065903266129,7.957049
126668725977823616,40.754819943021815,26.091568449730183,7.9569097
130629750976708352,36.328704322624034,27.683741172409285,7.4416523
130675861745515648,36.166812065159114,27.659528439758585,7.093027
132922438878995968,39.61357023705313,30.814907743243797,7.2067585
132946318897051648,38.842644313329956,30.68079221684514,7.9394975
136600923749774208,42.598010481554546,32.84802196740044,7.984389
139445600849148032,47.24765257672001,37.42836711691812,7.5084133
141138058482161920,40.13046198583526,36.00581619451943,7.288914
142853330981747328,46.29487462677558,38.83980896875264,2.111629
146841775050361472,70.80738729305786,24.08883165134901,6.02485
148478432468369536,70.28357970509515,25.992714863769375,7.8345375
149080655603642624,64.94033005711903,23.73832969628758,7.5327353
152361426502650496,65.31359150711361,27.350229666381832,6.1617446
154660191781205120,70.89791880848558,27.686224341765087,7.729927
155390237438844160,76.15831339101697,27.695845190582055,6.585316
156103270731307520,77.82563150319811,29.729846609544726,7.104061
159334907202176768,70.19517025692475,30.291279149487302,7.9248786
161815263698793472,73.93531324386629,34.36150274033046,7.867523
171160120399846400,67.21675052167673,30.36138973349023,6.271644
172817599818083712,66.15632281287863,33.9594008536612,5.681193
172824265608259200,66.12159470822793,34.13060587867179,5.717397
173553207456955008,70.77074745070887,33.92967799011868,6.9228873
177240454065278464,63.74298498409727,36.50187216382147,7.4680395
178475102539992448,68.8519792535072,37.499058756375106,7.0154643
