star_id,x_pixel,y_pixel,flux,magnitude
5005,40.79,433.46,1.72,6.912331
5007,4.02,418.02,1.18,7.318877
5446,138.6,406.6,1.53,7.0363383
5447,93.5,371.87,2.09,6.700444
5709,67.63,427.85,1.06,7.4351196
5906,66.21,410.66,1.27,7.2413
5907,67.6,367.3,1.05,7.442861
5908,42.02,290.88,1.89,6.8071647
5967,154.41,293.1,2.59,6.4664536
5969,251.64,239.65,1.71,6.9149113
5970,149.23,140.51,1.19,7.3080025
5971,221.58,140.42,1.0,7.499014
5972,19.0,93.84,2.04,6.726936
5974,65.17,45.78,2.61,6.4604106
6180,22.24,427.63,4.65,5.8323817
6371,57.65,454.68,1.71,6.918901
6372,58.67,450.73,21.46,4.1711555
6450,153.99,378.1,2.99,6.3119254
6451,177.41,380.34,2.25,6.618482
6452,118.92,171.75,1.16,7.3375435
6868,109.38,392.7,10.44,4.9533415
7087,80.59,354.98,3.21,6.2341337
7155,110.09,308.91,1.11,7.382879
7156,68.11,249.82,2.23,6.627969
7157,50.06,216.52,2.03,6.728997
7158,238.19,303.45,7.74,5.278503
7163,153.52,24.39,1.51,7.0546107
7394,71.77,334.47,1.83,6.84283
7605,96.42,433.77,1.05,7.444361
7839,78.46,431.86,1.42,7.1165037
8109,128.45,257.54,1.3,7.214598
8110,69.69,258.45,1.5,7.063275
8112,118.45,172.72,1.21,7.29241
8116,388.95,65.29,1.89,6.810198
8320,103.11,419.17,3.65,6.093618
8389,165.9,380.01,1.81,6.853541
8390,29.33,237.8,2.14,6.672267
8391,287.64,194.47,1.66,6.9495573
8392,209.66,88.38,1.17,7.3327546
8394,64.17,12.21,1.32,7.201507
8395,128.94,48.43,8.21,5.214047
8396,94.48,9.5,1.39,7.13987
8399,307.87,173.0,1.18,7.3228617
8400,273.73,133.45,1.0,7.496769
8597,701.38,42.64,62.65,3.0076509
8598,709.91,152.57,1.94,6.7800355
8600,547.36,112.1,1.65,6.953529
8601,579.33,309.42,2.77,6.3953347
8602,299.26,365.04,4.68,5.823684
8603,211.75,373.77,7.07,5.376627
8630,226.51,315.74,2.4,6.5494466
8631,165.97,293.57,1.22,7.2849426
8632,124.55,196.82,3.26,6.218296
8633,283.28,220.49,1.37,7.161744
8634,217.56,172.12,8.59,5.1652684
8635,153.25,207.63,1.72,6.9140744
8637,58.65,115.68,1.75,6.889466
8638,10.47,66.52,1.09,7.4102726
8642,331.4,210.16,1.15,7.345726
8643,318.62,5.02,1.16,7.334922
8645,164.51,10.78,1.64,6.9618845
8844,108.32,40.52,1.07,7.4269
9043,687.58,26.31,1.66,6.952697
9044,590.07,45.98,3.19,6.2406864
9045,681.12,175.32,2.69,6.427462
9049,1018.29,148.16,1.07,7.4272356
9050,859.92,61.59,1.03,7.464797
9051,717.94,221.73,1.56,7.013944
9052,824.03,244.09,16.39,4.4638066
9053,760.48,259.85,3.33,6.1939135
9054,900.81,241.8,1.68,6.938383
9055,848.01,276.78,1.31,7.2051673
9056,900.51,272.79,3.72,6.0745955
9057,527.49,109.14,1.21,7.292402
9058,474.09,145.11,1.57,7.008868
9059,556.01,105.78,1.32,7.1951895
9060,371.68,251.61,1.56,7.0198865
9061,381.96,277.36,3.79,6.052242
9062,476.25,259.18,2.36,6.5686703
9063,487.41,334.23,1.02,7.4783006
9064,504.5,373.87,1.51,7.054934
9065,308.22,386.39,1.03,7.4650307
9066,252.64,343.68,1.43,7.1129785
9067,369.32,480.75,1.07,7.427227
9068,706.32,270.32,3.4,6.172422
9069,722.16,363.72,5.0,5.753567
9070,663.07,391.64,2.2,6.641878
9071,751.81,496.79,1.4,7.13844
9072,477.91,650.29,1.35,7.1754537
9075,971.34,307.71,1.01,7.4871492
9077,1009.21,372.62,3.27,6.2134695
9086,271.38,154.22,1.33,7.187632
9087,357.13,149.57,1.81,6.858315
9088,232.82,42.15,1.05,7.444498
9089,424.08,113.57,2.18,6.6553607
9090,462.94,93.47,4.43,5.8830304
9298,696.74,22.06,2.34,6.576755
9304,956.18,276.47,4.54,5.856274
9305,485.63,113.96,1.11,7.38345
9306,501.03,371.89,1.02,7.477205
9307,284.69,294.26,2.93,6.3311787
9308,326.11,366.9,3.04,6.291651
9309,351.91,390.38,2.15,6.670248
9310,399.64,358.45,1.95,6.774722
9311,432.91,385.26,4.86,5.784071
9312,321.39,544.78,1.08,7.4213285
9313,613.07,363.71,1.28,7.230492
9314,797.58,374.69,1.12,7.378922
9315,749.69,387.56,1.23,7.2726912
9316,750.68,510.98,4.39,5.8933125
9317,492.27,484.87,1.54,7.033325
9318,564.61,527.29,1.46,7.0899467
9319,537.51,563.13,1.87,6.823176
9320,431.87,574.78,1.13,7.366194
9510,2.6,277.3,3.5,6.138344
9763,762.89,76.57,1.19,7.3104634
9764,760.02,96.77,1.23,7.2714634
9765,623.01,128.24,4.42,5.887634
9766,728.96,153.39,2.2,6.6419277
9769,849.1,129.57,1.49,7.063892
9770,776.74,166.47,3.74,6.067115
9771,819.65,282.52,6.62,5.4475493
9772,527.9,77.56,1.23,7.27721
9773,538.41,134.6,1.63,6.9670434
9774,440.94,263.88,2.33,6.5831623
9775,601.43,179.68,1.34,7.1832685
9776,495.62,294.71,1.22,7.280665
9777,537.91,391.11,2.13,6.6776776
9778,416.18,323.12,2.3,6.596258
9779,248.95,346.17,1.08,7.414675
9780,428.14,394.4,14.99,4.5604143
9781,415.09,498.15,2.55,6.481595
9782,311.62,525.39,3.98,5.9993997
9783,374.38,556.06,1.07,7.4305964
9784,560.89,599.59,18.78,4.315678
9785,633.69,633.02,3.57,6.119611
9786,582.13,692.81,1.05,7.4438167
9789,1011.53,326.1,2.66,6.4361324
9854,253.4,288.44,6.63,5.44591
9855,176.76,229.76,1.34,7.178543
9856,194.64,218.41,3.75,6.065295
9857,309.73,208.72,1.24,7.2704988
9858,142.39,189.72,1.98,6.7593617
9859,101.55,158.46,1.29,7.227643
9860,110.43,104.16,1.21,7.291183
9861,158.32,106.25,86.96,2.651682
9868,342.58,172.56,1.28,7.228286
9869,282.61,100.41,1.21,7.2932777
9870,412.94,114.64,1.38,7.1497536
9871,374.93,46.48,1.2,7.306
10272,3.37,296.35,1.14,7.3555756
10417,83.95,418.78,3.67,6.0870905
10418,7.28,313.25,3.13,6.2624865
10485,7.76,196.92,2.34,6.5781198
10486,166.02,221.19,5.96,5.561242
10487,216.3,219.4,1.1,7.396135
10488,227.46,196.2,1.1,7.3944283
10489,247.63,150.41,1.14,7.3579984
10490,122.73,129.32,2.1,6.694336
10492,67.57,117.68,1.46,7.0862174
10496,354.91,191.95,1.74,6.9012485
10497,353.18,89.02,1.11,7.382867
10498,284.22,59.66,1.08,7.411879
10692,49.19,468.95,22.62,4.113627
10924,61.57,364.21,2.75,6.4028563
10979,71.34,310.22,1.5,7.0600023
10980,48.04,278.76,3.2,6.2365465
10981,117.52,248.29,1.29,7.2259064
10982,225.93,197.13,1.13,7.3716974
10983,127.15,180.85,1.64,6.961126
10984,166.19,79.25,1.33,7.191137
10988,370.84,195.85,1.68,6.935378
10989,386.87,180.03,5.45,5.659682
10990,397.49,156.58,1.96,6.767996
10991,347.45,95.54,6.57,5.4561434
10992,278.88,4.35,2.69,6.424234
11003,82.26,272.66,1.32,7.1957855
