star_id,x_pixel,y_pixel,flux,magnitude
8511,846.32,980.37,2.33,6.5833025
8512,465.38,844.0,1.55,7.020907
8513,570.28,893.36,1.14,7.3615203
8514,866.48,849.04,10.07,4.9926295
8515,718.02,815.74,1.48,7.07413
8516,376.94,704.76,1.18,7.3158875
8520,67.0,844.76,1.96,6.7692084
8535,330.91,626.15,1.28,7.2356763
8536,355.93,581.52,1.94,6.781199
8537,357.46,382.31,1.41,7.128433
8546,1023.8,762.89,5.08,5.734921
8549,971.25,783.91,1.11,7.386819
8550,773.99,668.96,4.09,5.969698
8551,666.04,451.56,16.36,4.465787
8553,919.23,511.43,1.15,7.3448467
8554,930.55,205.76,8.98,5.116712
8566,452.4,331.41,1.25,7.253854
8567,513.31,308.45,1.17,7.333282
8568,452.16,276.57,1.07,7.4218683
8569,642.26,265.18,2.36,6.568927
8576,941.77,129.96,1.08,7.415217
8741,130.67,885.77,15.97,4.491986
8746,593.51,968.38,1.83,6.846255
8747,267.56,904.1,1.97,6.764105
8748,249.13,839.46,2.2,6.64149
8749,624.86,819.16,1.52,7.044884
8750,849.6,881.48,1.01,7.490446
8751,465.8,775.8,2.64,6.447467
8752,554.08,672.23,1.16,7.338634
8753,585.23,628.9,1.13,7.365966
8766,151.34,795.15,1.01,7.492355
8767,45.77,671.64,3.07,6.28208
8770,8.2,574.77,3.02,6.299118
8771,13.84,500.44,1.18,7.316139
8773,302.69,588.72,5.15,5.719684
8774,253.77,344.76,2.7,6.4218
8792,883.91,762.59,2.28,6.6030593
8793,881.59,666.87,1.38,7.146858
8794,1000.47,681.57,2.38,6.5604353
8795,1019.5,648.45,1.31,7.207799
8796,722.58,467.42,3.47,6.15037
8797,672.4,427.94,1.6,6.9923744
8798,702.36,396.79,1.32,7.20191
8799,1018.97,607.28,1.67,6.943504
8802,991.01,363.77,1.65,6.953797
8803,991.47,350.5,1.86,6.8239884
8804,975.02,335.41,1.85,6.8337297
8805,813.54,268.4,1.06,7.439062
8820,556.24,303.2,1.55,7.0212407
8821,369.21,158.09,7.24,5.3510957
8822,426.79,126.81,6.09,5.5380197
8823,522.59,183.47,1.27,7.242692
8824,543.85,167.18,1.12,7.3756943
8825,800.79,212.02,1.64,6.96189
8826,758.2,133.45,1.02,7.48079
8827,101.32,100.74,1.28,7.233063
8828,170.46,107.41,1.19,7.3127317
8946,84.04,995.44,8.49,5.17749
8947,133.81,936.38,5.2,5.70932
8958,315.58,735.17,1.4,7.1320996
8959,322.15,691.05,1.46,7.0885925
8960,703.74,968.33,7.07,5.3765326
8961,750.8,914.93,4.22,5.9375978
8962,610.97,911.21,1.18,7.316605
8963,595.77,856.73,5.66,5.618897
8964,833.14,891.15,1.64,6.963561
8965,724.35,848.4,1.32,7.19806
8969,59.09,860.44,1.69,6.931538
8975,67.23,393.87,3.6,6.1078095
8984,983.14,792.94,2.1,6.6948924
8991,909.19,825.86,1.07,7.4260116
8992,821.31,774.95,1.04,7.4537115
8993,798.44,426.95,2.7,6.4219093
8996,999.3,396.54,1.2,7.3063693
8998,859.1,234.0,2.35,6.5724072
9008,466.67,389.22,2.25,6.6210117
9009,292.28,246.73,2.84,6.365235
9010,356.12,123.81,4.79,5.79928
9011,582.52,200.58,1.39,7.1457477
9012,786.71,212.73,1.23,7.2764063
9013,803.53,201.82,1.45,7.0944023
9014,509.95,49.75,1.03,7.463569
9015,379.67,44.81,1.25,7.2618914
9016,463.85,46.58,7.5,5.311919
9017,635.38,54.6,1.52,7.0453587
9018,64.74,57.24,2.22,6.634791
9019,110.22,45.96,1.43,7.109449
9020,212.18,42.19,3.71,6.0754642
9195,576.54,1009.49,6.51,5.4658484
9196,660.2,1021.37,16.24,4.4737144
9197,142.57,860.66,2.48,6.5152154
9198,573.59,822.29,6.76,5.425523
9199,627.22,822.69,1.46,7.089195
9200,778.57,834.51,5.24,5.701658
9201,824.39,807.07,1.8,6.8618298
9202,761.13,729.74,3.88,6.0269785
9203,446.46,599.6,2.73,6.411014
9204,427.82,600.07,3.66,6.09173
9208,64.38,823.76,2.02,6.735279
9218,302.22,672.41,3.15,6.253825
9219,254.69,648.96,9.46,5.059754
9223,258.04,610.36,2.91,6.34009
9224,224.71,533.51,1.42,7.1170063
9225,184.57,529.93,3.22,6.2310586
9226,469.28,529.68,3.89,6.025777
9227,431.66,469.99,1.7,6.926906
9228,278.11,415.68,1.68,6.934988
9229,221.06,397.8,1.29,7.2270374
9230,81.93,287.63,1.59,6.994602
9250,739.84,664.04,1.89,6.811352
9252,960.08,530.0,1.2,7.303151
9253,819.85,383.94,2.92,6.3355384
9264,264.98,221.97,1.01,7.4921093
9265,218.64,153.15,2.51,6.5019584
9266,363.64,206.17,1.57,7.0134754
9267,572.25,99.32,1.29,7.2214346
9268,478.91,11.06,1.54,7.028296
9270,23.51,11.68,3.28,6.209861
9275,777.3,65.55,19.23,4.2902794
9690,865.83,941.11,1.29,7.2234554
9691,466.07,1015.59,1.4,7.1364584
9692,424.42,692.34,5.84,5.5837436
9693,438.06,588.46,1.88,6.814956
9694,587.93,598.66,1.18,7.3200445
9707,161.44,663.71,5.85,5.5819087
9709,421.31,442.23,1.1,7.3998084
9711,102.21,276.31,5.04,5.7435374
9720,799.78,741.48,1.57,7.009248
9721,851.37,717.9,4.52,5.8615623
9722,996.67,748.81,1.43,7.109301
9723,966.16,522.87,2.0,6.749906
9724,915.75,419.19,1.38,7.147522
9732,983.23,197.65,2.16,6.6615143
9733,945.85,165.7,7.11,5.369665
9740,378.79,311.87,2.16,6.6622095
9741,491.22,220.72,5.57,5.6357393
9742,255.87,206.93,1.85,6.832869
9743,245.78,189.09,1.36,7.1658015
9744,750.8,267.64,2.09,6.6988587
9992,865.13,987.97,1.14,7.356538
9993,431.33,864.25,1.06,7.4367332
9994,673.72,918.19,5.35,5.678531
9995,699.03,810.58,2.15,6.6670904
9996,516.03,575.66,1.07,7.427109
9997,510.84,524.8,1.72,6.908558
10006,27.55,772.31,7.73,5.2796674
10017,216.28,738.01,1.9,6.8012767
10035,640.68,535.09,2.62,6.4540854
10037,915.08,480.07,1.01,7.485348
11118,98.24,897.61,1.2,7.3025103
11125,877.89,924.98,2.96,6.3217554
11126,420.98,949.41,5.84,5.583679
11127,593.14,1015.12,8.98,5.117221
