star_id,x_pixel,y_pixel,flux,magnitude
135,233.38,74.27,6.82,5.416303
146,833.48,182.59,1.06,7.437125
147,820.99,183.91,1.36,7.1685977
153,330.65,43.37,1.06,7.439239
154,396.87,75.04,1.17,7.3282495
155,345.06,94.7,2.04,6.7260094
156,289.38,112.63,4.37,5.898362
157,416.37,241.91,7.5,5.312837
158,637.32,75.48,3.67,6.0882444
159,646.6,216.83,1.59,6.9978075
160,663.96,234.3,3.42,6.165589
361,4.84,30.49,1.68,6.933968
367,252.67,156.21,2.71,6.41571
381,833.88,183.18,3.59,6.1123095
386,357.36,34.57,2.37,6.564707
387,407.33,63.94,1.02,7.47883
388,395.66,253.92,9.13,5.098255
389,687.49,39.75,2.92,6.3380356
390,659.23,68.1,1.82,6.847491
391,579.77,146.94,2.41,6.546894
392,615.29,142.2,5.23,5.703299
393,673.44,229.74,5.84,5.5847673
394,574.69,299.15,1.69,6.9325185
395,572.13,433.55,28.04,3.8803709
635,219.95,60.7,6.03,5.548585
650,467.9,35.42,1.15,7.352586
651,521.57,80.05,1.35,7.171512
652,388.03,27.41,1.02,7.476615
653,371.68,159.93,2.12,6.68459
654,426.07,145.75,1.42,7.118894
655,323.47,304.51,1.49,7.0672355
657,670.93,191.65,4.2,5.9414783
658,659.67,373.67,1.08,7.4140306
659,497.56,254.39,4.37,5.897759
660,436.0,278.71,1.67,6.9453583
661,624.29,362.57,5.91,5.5708904
841,792.36,174.89,2.14,6.675659
844,476.85,109.77,1.33,7.1904883
845,474.96,124.6,6.93,5.3973985
846,384.04,261.03,1.17,7.3317003
847,648.93,55.57,2.81,6.3800044
848,625.87,78.61,10.28,4.9698467
849,705.56,34.48,2.4,6.548519
850,577.88,255.17,3.88,6.0276437
851,524.83,515.37,2.61,6.4589815
1118,837.04,51.34,1.05,7.44575
1121,424.92,43.1,1.35,7.1760116
1122,393.83,258.71,1.37,7.1576333
1123,637.73,24.51,1.04,7.4556875
1124,686.54,44.72,1.95,6.7729745
1125,584.98,199.41,2.6,6.461599
1126,649.37,303.91,1.72,6.909152
1127,665.71,344.32,1.58,7.0046153
1128,575.12,261.17,1.66,6.951503
1129,485.75,326.78,2.02,6.7358155
1353,736.27,58.25,1.41,7.130009
1355,407.2,18.63,2.69,6.425083
1356,268.3,224.87,2.2,6.642245
1357,432.43,149.42,1.21,7.2914844
1358,395.35,187.27,2.29,6.600161
